Commit_Id,PR,Repo
9b668ecb82329cd6f35e0f425eee2265823d0cd0,merge conflicts,saas-platform-ms-tenant-manager
5d4c90439f07b0877fb32f301764cbd371f2b3ce,Review comment.,saas-platform-ms-tenant-manager
3418d892f38b81ff28d335d3f1a1d30b88be0bc1,Merge pull request #582 in WFO/saas-platform-ms-tenant-manager from pmetha/pipelinepropert,saas-platform-ms-tenant-manager
5addb46d99cade6a07c6c0ea5a562cb9dbe213db,pipeline.properties edited online with Bitbucket,saas-platform-ms-tenant-manager
f58bc84c40131e42188a98c590f386f8a66d61e0,Merge pull request #581 in WFO/saas-platform-ms-tenant-manager from feature/Summer-19 to m,saas-platform-ms-tenant-manager
8346ffb67f22896bc9de61cdc7c3b06c12f1e356,Added default license check.,saas-platform-ms-tenant-manager
422a683916e2e42e43d0cc6c0336345c1f95f673,Merge pull request #580 in WFO/saas-platform-ms-tenant-manager from feature/TM-240-backend,saas-platform-ms-tenant-manager
5dad0d06edd7d14d230af9265255d949d292f867,TM-240 Fix intermittently failing ITs,saas-platform-ms-tenant-manager
9942ec7516e1bc44e7d81cc565c16f02b64dba32,Merge pull request #578 in WFO/saas-platform-ms-tenant-manager from feature/TM-240-backend,saas-platform-ms-tenant-manager
8ee63470960d1b5df7cc53bf8f5d53c922f3f729,Merge pull request #579 in WFO/saas-platform-ms-tenant-manager from feature/TM-326-backend,saas-platform-ms-tenant-manager
3393b0a42eb8fab6a42bea34b5b8b4636a55e340,Merge branch 'feature/Summer-19' into feature/TM-240-backend-integration-tests,saas-platform-ms-tenant-manager
0391b7e1751a32ee0a5771551e525731472277e0,TM-240 Fix NPE issues found in IT testing,saas-platform-ms-tenant-manager
c13aca85561afb4f19ddbb2b36c12a845f3ea024,TM-326: Added partnerDefaultBPId in TM MS,saas-platform-ms-tenant-manager
44d26e1c3a7d8382b2df8a41ad0d70c8dbf72d91,Merge pull request #577 in WFO/saas-platform-ms-tenant-manager from feature/TM-349-backend,saas-platform-ms-tenant-manager
912e83ccb04a76117d396298465352bc28a8162d,Fix IT,saas-platform-ms-tenant-manager
b0ac2e41f46c39654ddfa2394517154951a4fb1c,Merge branch 'feature/Summer-19' into feature/TM-240-backend-integration-tests,saas-platform-ms-tenant-manager
17b26fa90e8b001f59a4fd1c977b8f256e721bdf,Merge pull request #576 in WFO/saas-platform-ms-tenant-manager from feature/TM-288-custome,saas-platform-ms-tenant-manager
3e1484ad32d76833fadc3acc450f276043350cad,UT Fix feature toggles.,saas-platform-ms-tenant-manager
180fba7985413c7d8218debf2181ab38ddedcd32,Merge branch 'feature/Summer-19' into feature/TM-240-backend-integration-tests,saas-platform-ms-tenant-manager
46ed399d74a933f996ee89f990a5bd6e63450b03,Merge pull request #575 in WFO/saas-platform-ms-tenant-manager from feature/TM-349-backend,saas-platform-ms-tenant-manager
6d974f51ffbf340f022b5f7625f978b7dfb3fe63,Comment tests till toggle on,saas-platform-ms-tenant-manager
8bc14aea422eb34cfa30868a73ae26d652b4f236,Merge pull request #574 in WFO/saas-platform-ms-tenant-manager from feature/TM-288-custome,saas-platform-ms-tenant-manager
e8e36f2467b3f8e6a82d626f0bcd324dc6486d29,added region,saas-platform-ms-tenant-manager
5daa3f9edccc522dd4d81e8902059c2ef3301339,Merge pull request #569 in WFO/saas-platform-ms-tenant-manager from feature/TM-288-custome,saas-platform-ms-tenant-manager
1a2e4f0d17e64c2a094a7165a7e63ed43938a473,Merge branch 'feature/Summer-19' into feature/TM-288-customer-tenant-draft-updater,saas-platform-ms-tenant-manager
b9ff5b1b70bf91318c2ea12fd2edb9c614c718f6,refactor.,saas-platform-ms-tenant-manager
f1be8d484e60253272330425b486bd2982d806db,UT,saas-platform-ms-tenant-manager
8b44f965dd7d2941e6b10144e236f04ac4e6d3b9,Merge pull request #573 in WFO/saas-platform-ms-tenant-manager from shgaikwad/pipelineprop,saas-platform-ms-tenant-manager
0c0cba534f74b6800371ddc719eb701ab6ec392f,pipeline.properties edited online with Bitbucket,saas-platform-ms-tenant-manager
645eddce80ba7b3398843c0362d301604882a9ee,Merge pull request #572 in WFO/saas-platform-ms-tenant-manager from feature/TM-349-backend,saas-platform-ms-tenant-manager
e46c484951ababdfd5874981b7c73cf82b864664,Add feature toggle for billing Telephone number,saas-platform-ms-tenant-manager
92dfdffb0d59ca38378cc3ade7e7a5be24d4da22,TM-288 : Updated drafter,saas-platform-ms-tenant-manager
dec9c4275056ef892260670a7e78deb2ffcae233,TM-6: Add Feature toggle for validations & added more validation same as UI,saas-platform-ms-tenant-manager
60026cd644f087d6dbd183ff5ce5131b5fcadc4b,TM-240 Add ITs for create draft tenant,saas-platform-ms-tenant-manager
a657b55644a346808e17cfb150d5c979b8ebdaf8,Refactotred.,saas-platform-ms-tenant-manager
ec5e273571a0eed9b4ead235f118d3d8f6e665a1,Added status check.,saas-platform-ms-tenant-manager
216cd1c4b40aaa2ba0a4f45dacce2e523e881783,TM-37: Add validation in API to check if valid timezone,saas-platform-ms-tenant-manager
a05d435862203fc492259d77a9e8b81223749750,TM-349: Add validation for telephone number same as UI,saas-platform-ms-tenant-manager
f409a1aa4cc99d90eab81fdc61f0a2968932a04b,TM-349: Integration Tests,saas-platform-ms-tenant-manager
1cfdd41ca2f3f75d77419bf79cdfff6fc97cf33a,TM-224: Added IT,saas-platform-ms-tenant-manager
35e54d6d0b6c91e6b4eb49e97993ff423fe9c98f,Refactored.,saas-platform-ms-tenant-manager
f95d56ca6187a448e10ca58ae5c18edc7c64a594,TM-224: Incorporated review comments,saas-platform-ms-tenant-manager
c63aa9e91918e74c7ce35d3cec5e5cbcc6c28851,Refactor.,saas-platform-ms-tenant-manager
ec3dde984bc11f969189757bf0abe7cc8564ccc3,Incorporated review comments,saas-platform-ms-tenant-manager
6c2e95a5ad46ed5242d10bc9d05c87fb10c1183f,Added UT.,saas-platform-ms-tenant-manager
3d8cb9e229e01f8100363c8264b885418d6ee39c,TM-224: Added UT,saas-platform-ms-tenant-manager
982918d34e1a381fb5932b3b17d7de59feaf86bc,Merge branch 'feature/TM-224-Copy-Validations-from-Draft-Flow' of http://tlvgit02:7990/scm,saas-platform-ms-tenant-manager
991b9e6e2490d8225d8e9d3b9f1a882b57d1ddb7,TM-349: Tests for Add tenant Name validation in backend,saas-platform-ms-tenant-manager
add1be0523b372e289e8b10a3c1c9a04e18624cc,TM-349:Add tenant Name validation in backend,saas-platform-ms-tenant-manager
cf14af8435d231b40244d98cac713c35216282c7,TM-223:Update API validations same as UI,saas-platform-ms-tenant-manager
fcf6f8e849411b028f71f3c1d7feeff958320bb2,Merge branch 'master' of http://tlvgit02:7990/scm/wfo/saas-platform-ms-tenant-manager into,saas-platform-ms-tenant-manager
99941476a2f4a858a77177c861b18346518e9162,Merge pull request #570 in WFO/saas-platform-ms-tenant-manager from feature/Summer-19 to m,saas-platform-ms-tenant-manager
4698fc162266e5341e140540f4f09e3bd77a7ea4,Merge pull request #571 in WFO/saas-platform-ms-tenant-manager from deploy-pattern to feat,saas-platform-ms-tenant-manager
bbf15e23b78c6e404817de698fb357b0d24510f9,Merge branch 'feature/Summer-19' of http://tlvgit02:7990/scm/wfo/saas-platform-ms-tenant-m,saas-platform-ms-tenant-manager
f0861326f70925a3791a4449a16b95e41bd91f9e,Change deploy pattern to Production,saas-platform-ms-tenant-manager
1982dc514b8bdeb59bcf6ead2ea5001bdf509df7,corrected deployment pattern.,saas-platform-ms-tenant-manager
dc03302ad7fe38a25b63eddb4cfe969b23ce6c09,TM-288 : Added UT.,saas-platform-ms-tenant-manager
f261aa4dbcb992dcd391d62317255dc412555a5f,TM:349 backend-add-tenant-name-validation,saas-platform-ms-tenant-manager
8aeba0f00095d0e731c0083cb01f9a8cd7c3b6be,TM-224: Edited validations,saas-platform-ms-tenant-manager
388863401ee218892ce029695f70964c2b99d681,TM-288 : Added method to get default licenses.,saas-platform-ms-tenant-manager
3c62b322cd7db6ad5009bd1c344b57cf6d569584,Merge pull request #568 in WFO/saas-platform-ms-tenant-manager from feature/TM-387-backend,saas-platform-ms-tenant-manager
0dd523d15a518302cadf7d88fb9ea112ca1cf0cc,TM-387 Add FT for TM-6 and TM-1 in getall tenants to ignore DRAFT/INTERNAL_TEST tenants,saas-platform-ms-tenant-manager
0e43e57a574e11a18dbf07d229fbad1482b62c67,TM-288 : null fix.,saas-platform-ms-tenant-manager
0dd84784f268303b05ea09e357055d6f523d3905,Merge pull request #567 in WFO/saas-platform-ms-tenant-manager from WD-2476-change-platfor,saas-platform-ms-tenant-manager
51cd6b8b809640d6722fdedbf1884ec6c843f86f,version update.,saas-platform-ms-tenant-manager
161963559fbc52ffab16b649aab749a95845fbfd,Added UT.,saas-platform-ms-tenant-manager
0eec3aac6d33e55463bafdb19e352baa6759fde6,Merge pull request #566 in WFO/saas-platform-ms-tenant-manager from TM-37-Backend-Validati,saas-platform-ms-tenant-manager
e9b37eeb56bd998797a18cbcb4b80863066e0ed3,TM-288 : Modified draft updater.,saas-platform-ms-tenant-manager
d41f0e467558015f6118109df1870764390dfc21,TM-288 : Added update draft validator.,saas-platform-ms-tenant-manager
31cf79375cd60f34c9d13b30e2f37fe6e7789091,TM-288 : Added update drafter,saas-platform-ms-tenant-manager
9dab3605f6ff3fa8d9464cb580f223116897b5ef,Merge pull request #560 in WFO/saas-platform-ms-tenant-manager from feature/TM-76-Remove-I,saas-platform-ms-tenant-manager
9ae25468f4ed33c9d2560e8d26b2e1eddf7c8171,Merge branch 'feature/Summer-19' into feature/TM-288-customer-tenant-draft-updater,saas-platform-ms-tenant-manager
0af37a0c6e2296b72a677745681bb51e860ef9f5,TM-76: resolve merge conflicts,saas-platform-ms-tenant-manager
317dd2f39a960f9fd51ecd1e2d44b9d3364cd41e,TM-76: Resolved merge conflicts,saas-platform-ms-tenant-manager
da5afceac88b7bd1efecbdc23a81318a44d2ab19,Remove adjustment for telephone number,saas-platform-ms-tenant-manager
9b87f4eadf601ec7b2049c4c7f23091c094e2f56,Merge conflicts,saas-platform-ms-tenant-manager
47d1732c5e5f909b2f6203d14d4ee2511cf8b409,Merge pull request #559 in WFO/saas-platform-ms-tenant-manager from feature/TM-200-backend,saas-platform-ms-tenant-manager
76bf26c1811bf43c03fd8098aa59359cf630e1be,Revert pipeline/properties,saas-platform-ms-tenant-manager
008dd3d7a9c31c7b3906798d3aca06d95ee9bd62,TM-223-[Backend] : Update API to validate for Tenant fields,saas-platform-ms-tenant-manager
ef0cc3e89d81009102aa71afbdca8819d3835856,refactored.,saas-platform-ms-tenant-manager
9247d3f433b21b0dee9c4c650f8a1b7579c76ec0,Merge branch 'feature/Summer-19' into feature/TM-200-backend-implement-customertenantdraft,saas-platform-ms-tenant-manager
1acb0e5cd96cea9188c980fcfeda2c109b65aa22,remove auth-to-na1 references,saas-platform-ms-tenant-manager
2d310ac2aa1ed4a8a6e2245aa27b3b5182229a2f,Merge pull request #565 in WFO/saas-platform-ms-tenant-manager from shgaikwad/pipelineprop,saas-platform-ms-tenant-manager
32a8f2e02d27560fb57029394b589f4348674594,Updated  Deploy pattern,saas-platform-ms-tenant-manager
5fc08490b591adff7d0486395bfc6ae66ac59c22,Merge pull request #564 in WFO/saas-platform-ms-tenant-manager from feature/Summer-19 to m,saas-platform-ms-tenant-manager
81137d3bebc6eb6d103c01a0eff5cf9b395c9372,Merge pull request #563 in WFO/saas-platform-ms-tenant-manager from feature/revert-cache-c,saas-platform-ms-tenant-manager
cdf5048574c3220e7a79dcd5d38d9967bb2a2007,Merge branch 'master' into feature/Summer-19,saas-platform-ms-tenant-manager
a222f0e8af3d4fe7fd7d9d1ab0e1198d99acb75d,Merge pull request #562 in WFO/saas-platform-ms-tenant-manager from feature/revert-cache-c,saas-platform-ms-tenant-manager
33072130471c2be7e0a3b58f3ebd5e47375cc026,TM-72 Remove cache code,saas-platform-ms-tenant-manager
c30de8e1b2feffc5e5ab6bbb0778015838e65c3b,Merge branch 'feature/Summer-19' of http://tlvgit02:7990/scm/wfo/saas-platform-ms-tenant-m,saas-platform-ms-tenant-manager
e371f3c9f127e210ed80d460bd1b765c8e8e5e65,TM-75: Add FT in before creation of tenant,saas-platform-ms-tenant-manager
227e002a5ec3c268695d4a5704f59909b5cdd7cf,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
35a5a724e8d0781046a3b5bc18bfb66ac2f9b16f,Review comment.,saas-platform-ms-tenant-manager
45a9c38096ac70bf08f90dd44b81ee7352c61cb4,TM-202 Use web_app url instead of service url,saas-platform-ms-tenant-manager
39dc4e9060a31cd64a6033766c759cb2dd7a0ac7,Add cadebill user name for sandbox,saas-platform-ms-tenant-manager
33bafee3b574607436a922a8df72f7e92cc13a33,Merge branch 'feature/Summer-19' into feature/TM-200-backend-implement-customertenantdraft,saas-platform-ms-tenant-manager
f9a8125630d91c5d0af575edfa90e0e04e3ec36f,Merge pull request #558 in WFO/saas-platform-ms-tenant-manager from feature/TM-76-Remove-I,saas-platform-ms-tenant-manager
0fefadd1eb984499d6c0569e7bd3a4e93fa32b3d,TM=T6: Removed integration test for internal test type,saas-platform-ms-tenant-manager
4c438c6779577881c04dd770a5ef73aeeec46020,Merge branch 'feature/Summer-19' of http://tlvgit02:7990/scm/wfo/saas-platform-ms-tenant-m,saas-platform-ms-tenant-manager
204c60af3f62219ba38d39a463cf9edb60ac475e,Merge branch 'feature/Summer-19' into feature/TM-200-backend-implement-customertenantdraft,saas-platform-ms-tenant-manager
3829dacf05e5d94f0712039347f8c8ec52b472fc,TM-202 Inject properties directly to avoid startup failure,saas-platform-ms-tenant-manager
ca110f9fa316092d1597ab49192178a128c3384e,TM-6 : Changes for feature toggle,saas-platform-ms-tenant-manager
9cc3258f92b1a9e3d3dbfd24e8d41dbcdfd7e0b5,TM-202 Add feature toggle for draft feature,saas-platform-ms-tenant-manager
84ad96b4062d5c5d3e649c35ebfa4bb4f31b414a,TM-200 Correct the sequence of steps to populate default fields,saas-platform-ms-tenant-manager
39f33968934b3b2faeef29ca2af57ff4ac627ee0,Merge pull request #553 in WFO/saas-platform-ms-tenant-manager from feature/TM-76-Add-Vali,saas-platform-ms-tenant-manager
38dc4410b8ea4527a79d57d7a1d7e8c467a59625,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of https://tlvgit02.,saas-platform-ms-tenant-manager
06c8a7ab8a068abdc65547d327793a3ab09df775,Merge pull request #557 in WFO/saas-platform-ms-tenant-manager from TM-204-Backend-Impleme,saas-platform-ms-tenant-manager
595546ae984b5224a4a7d701a662c614fa13bc0d,TM-206 Add logic to generate default timezone as per the area,saas-platform-ms-tenant-manager
39ead1a30b1438dd014795c93e3a4b44a19c73df,Resolve conflicts,saas-platform-ms-tenant-manager
813c55a753403ba4ec2385f9bb480b2125874275,TM-200 Add new status DRAFT,saas-platform-ms-tenant-manager
4abca06e4249bf19dc7a7b3952830be235169984,Merge pull request #555 in WFO/saas-platform-ms-tenant-manager from feature/TM-205-backend,saas-platform-ms-tenant-manager
28d3faf466d8f8e3eba1da6a20cd8977eb7ed60a,TM-6 : TM-204 Implement logic to generate user info from buid,saas-platform-ms-tenant-manager
9d29a313d61ab0219fe53ecbf513170a2ff94c61,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
9f84ed7ab492db5018cb8ee51961b83525ab2e24,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
7c016e6f3579d0c5bafcccf77ec9e3dd54bf17f7,TM-205 : Change of subject line as per mockup.,saas-platform-ms-tenant-manager
9aa74c5b59137f3656124fae05fd8cc1fe4aeb75,Merge pull request #554 in WFO/saas-platform-ms-tenant-manager from shgaikwad/pipelineprop,saas-platform-ms-tenant-manager
ccbed9ec632e35f7b1b34540d6cf3e37db702d03,pipeline.properties edited online with Bitbucket,saas-platform-ms-tenant-manager
5e13270f3077770aff4102fba058b98e84e0cc4d,TM-200 Set default user details in tenant,saas-platform-ms-tenant-manager
5108ff0e5c9787ef4c8a4d70c2478351145ba10d,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
7f6c252dcf08b7d77acf90fdbbc16feca6ce53dc,TM-202 Populate default values,saas-platform-ms-tenant-manager
fdedc50b910d29fcc1145babc28e885e6a4230e7,TM-205 : Added email handler.,saas-platform-ms-tenant-manager
4e471606a06644cad645750857def7920da1197f,Merge pull request #552 in WFO/saas-platform-ms-tenant-manager from feature/TM-190-code-me,saas-platform-ms-tenant-manager
3f2b5b21e5548a656aa74d7ec098a0a4632ad340,Merge pull request #550 in WFO/saas-platform-ms-tenant-manager from feature/TM-203-backend,saas-platform-ms-tenant-manager
c803b14399533da71f921e6895a67e8b6e9be2e2,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of https://tlvgit02.,saas-platform-ms-tenant-manager
4455179beb50f0b192f76c1c7521628e4bdbbf22,TM-202 Add new version for createTenant API to return tenant Id on success,saas-platform-ms-tenant-manager
8a17e3feb1b3a05d08268987b91ac530ccfba313,Merge branch 'feature/TM-76-Add-Validation-For-Tenant-Type' of http://tlvgit02:7990/scm/wf,saas-platform-ms-tenant-manager
bfb25b3bf2155f993c0783909585db58351c4d59,TM-205 : Renamed.,saas-platform-ms-tenant-manager
76254c2736a555375e7e8670107fdff0d4d65f5b,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
438e607dcfcb009278ad1fae5f096adedca2487e,Review comment.,saas-platform-ms-tenant-manager
f48b84e34acecf8ddc16a70dbedaff4aae1bf4b7,Merge pull request #548 in WFO/saas-platform-ms-tenant-manager from feature/TM-207-backend,saas-platform-ms-tenant-manager
e6f15c73c06cc3a34cbb46ae2aea345af95f477c,Merge pull request #549 in WFO/saas-platform-ms-tenant-manager from shgaikwad/pipelineprop,saas-platform-ms-tenant-manager
d137b31bb1bb47a0329b733d80cbd5c45592ff46,Updated deploy pattern,saas-platform-ms-tenant-manager
c86271664e113437190d7dd5b849d6ca9bdf23d8,Merge pull request #551 in WFO/saas-platform-ms-tenant-manager from revert_branch to maste,saas-platform-ms-tenant-manager
bfa1485f1c09f3f415e655ddba9803d2017f30b6,Gate pipeline at STAGING,saas-platform-ms-tenant-manager
66c3386f70d65c890cbe65736adac1f1c6b4aee4,"Revert ""Merge pull request #542 in WFO/saas-platform-ms-tenant-manager from feature/TM-111",saas-platform-ms-tenant-manager
de3aa5e43827a10ba0d51f3680bdbaafc6b2d18a,TM-6: Add method to get the Billing Id,saas-platform-ms-tenant-manager
3b5d1f5f10be08ff0e2776d036019e04c46fac76,"Revert ""Merge pull request #543 in WFO/saas-platform-ms-tenant-manager from feature/TM-190",saas-platform-ms-tenant-manager
2466fd592ceaa279cb641920ad1f2b1a6b365b62,"Revert ""Merge pull request #545 in WFO/saas-platform-ms-tenant-manager from feature/TM-190",saas-platform-ms-tenant-manager
aaf1b6a444b176607886681b687b4823cb981082,"Revert ""Merge pull request #544 in WFO/saas-platform-ms-tenant-manager from TM-184-remove-",saas-platform-ms-tenant-manager
de20d54ef3ef4b695b59d079607941b917369be2,"Revert ""Merge pull request #546 in WFO/saas-platform-ms-tenant-manager from feature/TM-190",saas-platform-ms-tenant-manager
1ae295eb35ace1268cef42d27018be386bf45cb4,Merge conflicts,saas-platform-ms-tenant-manager
94b34a1d7726de092c2d34711bdd0326238ce02a,TM-190 Remove parent level in the tenant cache,saas-platform-ms-tenant-manager
ad16719e7beca4cb34a929bae709059db71ab7c1,TM-200 Add billing id exists check,saas-platform-ms-tenant-manager
e287b4bea46ef8b95816d0fdf3939918f5644d97,Renamed methods.,saas-platform-ms-tenant-manager
1fdb4cd8ea87ecff89eedd1268342d5d45e5f90e,formatting,saas-platform-ms-tenant-manager
4586b7bc84a97bd6e20eb0f9df2d4cc5a6218047,TM-203 : UT fix.,saas-platform-ms-tenant-manager
de1c50f62006aef426d7d24b64301d2f7f59f138,TM:6 - Added UTs,saas-platform-ms-tenant-manager
e54b3b47dc8a4dd2cc14972d67ede6dd6891e05f,Incorporated review comments,saas-platform-ms-tenant-manager
d56ab6c5c43e400ee43171b66a630f18d1f1f80c,pipeline.properties edited online with Bitbucket,saas-platform-ms-tenant-manager
633d3176561257159c1cb394bbe658156e126805,TM:6 - Added UT,saas-platform-ms-tenant-manager
636f8fbd70436fa76bf12b378ef8f83a631d2d5c,TM-6 : Backend - Method to get parent id from billing id,saas-platform-ms-tenant-manager
1dcba079cc4365aee5f912eb4613ea852b7c9a1f,Merge branch 'feature/TM-200-backend-implement-customertenantdrafter' of http://tlvgit02:7,saas-platform-ms-tenant-manager
64d5822da573c8c99232466cb3c179b381a239ed,TM-200 Add draft tenant API,saas-platform-ms-tenant-manager
c60fa351a796a40907cc5a7e4655aeb6880c98a3,TM-203 : Updated validataions.,saas-platform-ms-tenant-manager
2d3cc49e7adf21ebf9170b19867d371da3cc22d3,TM-200 Add draft request validator,saas-platform-ms-tenant-manager
ec20b60d57f9498b8b62f1f9bf8579df0c08a2b2,TM-200 Populate other required fields,saas-platform-ms-tenant-manager
4b4f65005d3b56d227b60dd5a8fb2d0f8fa5a64b,TM-190 Turn off cache,saas-platform-ms-tenant-manager
ddb76ecf4ad1bbe15ae58142d3d49f4ed1ae43ff,TM-203 : Added partner validations.,saas-platform-ms-tenant-manager
8392ea2379333c49e505e3535368bcf03378725f,Merge branch 'master' of http://tlvgit02:7990/scm/wfo/saas-platform-ms-tenant-manager into,saas-platform-ms-tenant-manager
38458dee51ccc54b68cb3baade515cbb6c132cf2,TM-200 Initial commit to add customer tenant drafter,saas-platform-ms-tenant-manager
4e44862d3e03e1c27aef22289cd3ec2a53d36a83,Merge pull request #546 in WFO/saas-platform-ms-tenant-manager from feature/TM-190-code-me,saas-platform-ms-tenant-manager
5a3e2bbc4df35a2e239ebcb37a0d28168e4f6dbf,TM-190 Correct the billing Id exist negative test,saas-platform-ms-tenant-manager
28c2a8dbc99ab97f87a183e06e205a728a4cce9e,TM-200 Add new status DRAFT,saas-platform-ms-tenant-manager
daf01db2f7a61f6d9756b8f1a60517be8628a31b,Merge pull request #544 in WFO/saas-platform-ms-tenant-manager from TM-184-remove-feature-,saas-platform-ms-tenant-manager
9719a24cadf1e13b668c4f63a5e0f55b4282389a,Merge pull request #545 in WFO/saas-platform-ms-tenant-manager from feature/TM-190-code-me,saas-platform-ms-tenant-manager
cb4fd31765e8921e4b4d8093a900e236b1584a84,Merge branch 'feature/TM-190-code-merge-and-pipeline-gating' of https://tlvgit02.nice.com/,saas-platform-ms-tenant-manager
a07eb91b8e0e0860ad623a0afc58aae7cb0597d0,TM-190 Enable cache by default and push the pipeline to production,saas-platform-ms-tenant-manager
4ea492c96e1b30ca568a1e5bd430e3069239cd09,TM-76: Modified Tenant Type to TENANT_TEST,saas-platform-ms-tenant-manager
846d1171e5585aab39be61b8f843a7f45516592f,TM-184 : Removed feature toggle.,saas-platform-ms-tenant-manager
230185fbedb6e44d7bd64e6a89defbd7bd251f37,Merge pull request #543 in WFO/saas-platform-ms-tenant-manager from feature/TM-190-code-me,saas-platform-ms-tenant-manager
3fea1ee11606cb3789b305a14d689c7a8c0a8a83,TM-190 Fix the circular dependency,saas-platform-ms-tenant-manager
7bf5ae12ed1bb8df5ed1750a911d255364b7634c,Merge pull request #542 in WFO/saas-platform-ms-tenant-manager from feature/TM-111-integra,saas-platform-ms-tenant-manager
79b7272e92d98ef0d6ffdd41668d2ac56ffe5f05,TM-108 Modify IT to make it fail fast,saas-platform-ms-tenant-manager
6fc1c439ae9e9e657a3e8034e6dd70393cbc45e2,IC-95057 Fix creation date coming as null problem.,saas-platform-ms-tenant-manager
30cfc898780404d7773823050735d57153ffa5e8,TM-111 Fix issue when a partner doesn't have any tenant,saas-platform-ms-tenant-manager
8630af4fb71c810f337e2f8f86451e2eb19b9176,Added integration test for new tenant type,saas-platform-ms-tenant-manager
a1e7e8573f83c27f3d981e5abb7fb41b3cb4964e,TM-111 Gate the pipeline in TEST env for sanity testing,saas-platform-ms-tenant-manager
ff919229dd12b97a76c93fba2be89ea669cacff6,Merge branch 'master' into feature/TM-111-integrate-cache-layer-with-service-layer,saas-platform-ms-tenant-manager
7ae40056b165b50eeb457892964dd69ce1a24d29,Merge pull request #541 in WFO/saas-platform-ms-tenant-manager from feature/TM-157-tm-cons,saas-platform-ms-tenant-manager
928b7f698e0e5071860f0521079fc73cbbb2dcbf,TM-111 Delete tenant from cache before updating,saas-platform-ms-tenant-manager
3ae7e7c183dbd1fdd0d608eaa52bacae6e07a40c,TM-111 Fix UTs,saas-platform-ms-tenant-manager
b5274cf0b3606261d3a3f9d002b6467a6e252c50,Lib version update.,saas-platform-ms-tenant-manager
a755ae043b7d441d77cd4e16cee7da7b6723f25a,Merge pull request #540 in WFO/saas-platform-ms-tenant-manager from feature/TM-109-add-api,saas-platform-ms-tenant-manager
3294486abc82ffcc1a51fc797c9d2efb917287d2,TM-109: moved method up,saas-platform-ms-tenant-manager
d8a2cde0486b6f85d6c721dbefb0d951cf20611f,TM-109: Added IT,saas-platform-ms-tenant-manager
99ee03889f63fcaf3ad9ac161f06d10e705f3bbb,TM-111 Integrate filter with the cache-ddb service,saas-platform-ms-tenant-manager
5a35b1ed2fd11a16ddb4be334a445af9e2587d7a,Merge branch 'master' into feature/TM-111-integrate-cache-layer-with-service-layer,saas-platform-ms-tenant-manager
5a2939a912fffe628d79f9af9b5eeed3595ae2a6,TM-111 Fix the problems discovered while running JSystem tests,saas-platform-ms-tenant-manager
0c2f19549ff37ea0e2709ae2eb724bb0c5cde82c,TM-109: Added clearCache Api and UT,saas-platform-ms-tenant-manager
4d6dc3a8e8d793657043e539e863a091434507a8,TM-76: Added support for new tenant type,saas-platform-ms-tenant-manager
dfc330fa8073610650496072ab0503534205215e,Merge pull request #538 in WFO/saas-platform-ms-tenant-manager from feature/TM-112-add-fil,saas-platform-ms-tenant-manager
f3b611de4bc2644694bad5429a215d7b946886c3,TM-111 Forcefully call initialization of DaoImpl,saas-platform-ms-tenant-manager
05b0def25909d06c4552d12fe7e538cb4f144609,Merge branch 'master' into feature/TM-111-integrate-cache-layer-with-service-layer,saas-platform-ms-tenant-manager
a64e76f832789b01a5810456c1b09cb1c5735909,TM-111 Handle NPE if the parent id is null,saas-platform-ms-tenant-manager
811b106587e452906878754be1103e32ef4696eb,TM-112 : added qualifier name,saas-platform-ms-tenant-manager
b976d274489518d781a967a44633cf4f1efaa3f2,TM-111 Fix UTs,saas-platform-ms-tenant-manager
dbb51bae36c7ddf8bf6f7f60a1b5f852339dddbb,TM-112: Modifying EmptyFilter,saas-platform-ms-tenant-manager
dbbf64fa2fccc6f607c842f0ca8f3b541b4dbf0e,Merge pull request #537 in WFO/saas-platform-ms-tenant-manager from feature/TM-113-add-red,saas-platform-ms-tenant-manager
00dc36509509bc397b7d9730e6a914fecb6ef6df,TM-111 Integrate service layer with cache layer initial commit,saas-platform-ms-tenant-manager
54d79f7519ed7894ca693b7f84b1b66ce204693e,Merge branch 'feature/TM-113-add-redis-cache-layer' into feature/TM-112-add-filters-for-ca,saas-platform-ms-tenant-manager
f2e0b21141020fc628cdf77bf48d811c63adc2df,TM-112 : initial commit,saas-platform-ms-tenant-manager
cce9c1f7f4754ffdfc88a0dfe14ab0e660d1654d,TM-113 Exclude sensitive data from ddb service layer,saas-platform-ms-tenant-manager
952264eaad3835f5ca223125c43c9eb7daaa26b7,Merge branch 'master' into feature/TM-113-add-redis-cache-layer,saas-platform-ms-tenant-manager
